Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aadhi Mimansa,1991,131.0,Drama,6.2,9.0,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar
Aadhi Raat,1957,131.0,Drama,6.0,25.0,Chandrakant,Ashok Kumar,Rekha,Pran
Aadhi Raat,1950,115.0,"Drama, Romance",6.7,9.0,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur
Aadhi Raat,1999,131.0,Horror,6.0,25.0,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur
Aadhi Roti,1957,131.0,Drama,6.0,25.0,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani
Aadhi Zindagi Aadhi Maut,1986,131.0,Thriller,6.0,25.0,V. Menon,Aparajita,Abhi Bhattacharya,Sargam
Aadi Shakti,1992,131.0,Action,6.0,25.0,Govind Singh,Raza Murad,Yunus Parvez,Pran
Aadmi,1968,175.0,"Drama, Romance",6.8,196.0,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar
Aadmi,1993,153.0,"Action, Crime, Drama",6.5,97.0,Arshad Khan,Ajit,Vikas Anand,Arjun
Aadmi Aur Apsara,1991,142.0,Fantasy,6.7,66.0,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri
Aadmi Aur Aurat,2001,131.0,Thriller,6.0,25.0,Alka Kubal,Raza Murad,Ramanna,Pran
Aadmi Aur Insaan,1969,168.0,"Drama, Romance, Thriller",6.2,149.0,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan
Aadmi Khilona Hai,1993,158.0,"Drama, Romance",5.0,142.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda
Aadmi Ki Aurat Aur Anya Kahaniya,2009,78.0,Drama,7.6,62.0,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
Aadmi Sadak Ka,1977,138.0,"Drama, Family",5.4,34.0,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
Aadupuliyattam,2016,145.0,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
Aafat,1977,148.0,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
Aafat-e-Ishq,2021,131.0,"Comedy, Thriller",6.0,25.0,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain
Aafreen,2021,131.0,Romance,6.0,25.0,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty
Aag,1948,138.0,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
Aag,1967,131.0,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev
Aag,1994,139.0,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
Aag Andhi Aur Toofan,1994,131.0,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar
Aag aur Angaray,1990,131.0,Action,6.0,25.0,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover
Aag Aur Chingari,1994,133.0,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani
Aag Aur Daag,1970,131.0,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan
Aag Aur Shabab,1990,101.0,Thriller,6.0,25.0,Ravi Kumar,Madhuri,Captain Raju,Pran
Aag Aur Shola,1986,131.0,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini
Aag Aur Shola,2001,131.0,Action,6.0,25.0,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar
Aag Aur Tezaab,1998,131.0,Action,6.0,25.0,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan
Aag Aur Toofan,1975,131.0,"Action, Drama, Thriller",6.0,25.0,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain
Aag Hi Aag,1987,170.0,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
Aag Ka Dariya,1990,131.0,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure
Aag Ka Dariya,1953,131.0,"Drama, Family",6.0,25.0,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
Aag Ka Gola,1990,180.0,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
Aag Ka Gola,2002,131.0,Action,6.0,25.0,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt
Aag Ka Prem Yudh,2002,131.0,Action,6.0,25.0,Thriller Manju,Rachana Maurya,Sanghavi,Upendra
Aag Ka Toofaan,1993,137.0,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
Aag Ke Sholay,1988,138.0,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
Aag Ke Sholay,2001,139.0,Action,6.0,25.0,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
Aag Laga Do Sawan Ko,1991,131.0,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
Aag Lagi Barsat Mein,1990,131.0,Thriller,6.0,25.0,Charanya,Y.G. Mahendran,Silk Smitha,Pran
Aag Se Khelenge,1989,151.0,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
Aagaah: The Warning,2011,131.0,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain
Aage Badho,1947,131.0,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum
Aage Badho,1972,131.0,Romance,6.0,25.0,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar
Aage Kadam,1943,131.0,Drama,6.0,25.0,N.R. Acharya,Anjali Devi,Mubarak,Motilal
Aage Ki Soch,1988,131.0,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke
Aage Maut Peeche Maut,2001,78.0,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
Aage Mod Hai,1987,131.0,Drama,6.0,25.0,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
Aagey Se Right,2009,117.0,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
Aaghaat,2000,131.0,Action,6.0,25.0,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht
Aaghaaz,2000,153.0,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
Aaghosh,1953,131.0,"Drama, Romance",6.0,25.0,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
Aagman,1982,131.0,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria
Aah,1953,150.0,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
Aahat - Ek Ajeeb Kahani,1971,131.0,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra
Aah-E-Mazluman,1935,131.0,Drama,6.0,25.0,N.G. Bulchandani,Abdul Rehman Kabuli,Rekha,Pran
Aahuti,1950,131.0,Drama,6.0,25.0,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
Aahuti,1978,135.0,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
Aahuti,1992,131.0,Drama,6.0,25.0,Rajendra Bhatia,Arun Bali,Rekha,Pran
Aahvaan,2020,114.0,"Comedy, Horror",6.0,25.0,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
Aahwan,1996,131.0,Action,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aai Bahar,1946,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aai Phirse Bahar,1960,131.0,Drama,6.0,25.0,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
Aaina,1993,149.0,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
Aaina,1977,150.0,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
Aaina,1944,131.0,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
Aaina,2019,60.0,Horror,6.0,25.0,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
Aaiyash: The Desire,2004,123.0,"Drama, Romance",6.0,25.0,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
Aaj,1987,116.0,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
Aaj Aur Kal,1947,131.0,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
Aaj Aur Kal,1963,144.0,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
Aaj Jaana Hai Ke Pyaar Kya Ha,2004,131.0,Romance,6.0,25.0,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
Aaj Ka Aladdin,1935,131.0,Drama,6.0,5.0,Nagendra Majumdar,Ashok Kumar,Rekha,Pran
Aaj Ka Andha Kanoon,2003,46.0,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
Aaj Ka Arjun,1990,164.0,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
Aaj Ka Daur,1985,153.0,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
Aaj Ka Farhad,1948,131.0,Drama,6.0,25.0,Balwant Joshi,Zohra,Rekha,Pran
Aaj Ka Gang Leader,1993,131.0,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
Aaj Ka Goonda Raaj,1992,147.0,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
Aaj Ka Gunda,2001,131.0,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
Aaj Ka Gunda,1992,131.0,Action,6.0,25.0,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
Aaj Ka Gunda Raaj,2006,131.0,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
Aaj Ka Hindustan,1940,131.0,Drama,6.0,25.0,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
Aaj Ka Inteqaam,1991,131.0,Thriller,6.0,25.0,Rajni Bala,Jainendra,Jamuna,Neela
Aaj Ka Krantiveer,2004,131.0,Action,6.0,25.0,Jayasudha,Nassar,Soundarya,Vijayakanth
Aaj Ka Laawaris,2006,131.0,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
Aaj Ka Mahaatma,1976,170.0,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
Aaj Ka Maseeha,1995,131.0,Action,6.0,25.0,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
Aaj Ka Nanha Farishta,2000,131.0,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
Aaj Ka Parshuram,1992,131.0,Action,6.0,25.0,Satya Murthy G.,Nagendra,Disco Shanti,Pran
Aaj Ka Ravan,2000,128.0,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
Aaj Ka Romeo,1995,131.0,Action,6.0,25.0,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
Aaj Ka Samson,1991,123.0,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
Aaj Ka Shahen Shah,1997,131.0,Action,6.0,25.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
Aaj Ka Ye Ghar,1976,131.0,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
Aaj Kaa M.L.A. Ram Avtar,1984,157.0,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
Aaj Kal,1934,131.0,Drama,6.0,25.0,R.S. Choudhury,Jal Merchant,Shantakumari,Pran
Aaj Ke Angaarey,1988,128.0,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aaj Ke Shahenshah,1990,132.0,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
Aaj Ke Sholey,1985,131.0,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
Aaj Ki Awaz,1984,137.0,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
Aaj Ki Baat,1955,131.0,Drama,6.0,25.0,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
Aaj Ki Biwi,1991,131.0,Drama,6.0,25.0,Ajay Kumar,Vijay Kumar,Jaishree Patel,Pran
Aaj Ki Dhara,1979,131.0,Drama,6.0,25.0,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
Aaj Ki Duniya,1940,131.0,Drama,6.0,25.0,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
Aaj Ki Jung,1988,131.0,Action,6.0,25.0,Kodanda Rami Reddy A.,Ashok Kumar,Rekha,Pran
Aaj Ki Pukar,1976,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aaj Ki Raat,1948,131.0,Drama,6.0,25.0,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
Aaj Ki Raat,1992,131.0,Thriller,6.0,25.0,Madhuri,Pratap,Raghu,Ravi
Aaj Ki Taaqat,1992,131.0,Drama,6.0,25.0,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
Aaj Ki Taaza Khabar,1973,131.0,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
Aaj Kie Aurat,1993,131.0,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
Aaj Watan Ne Humen Pukara,1968,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aaja Mere Mehboob,1994,131.0,Romance,6.0,25.0,Rakesh Kakaria,Ashok Kumar,Rekha,Pran
Aaja Mere Raja,2000,131.0,Drama,6.0,25.0,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
Aaja Meri Bahon Mein,2002,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aaja Meri Jaan,1993,162.0,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
Aaja Nachle,2007,137.0,"Drama, Family, Music",6.2,2.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
Aaja Re O Sajana,1994,131.0,"Drama, Romance",6.0,25.0,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
Aaja Sanam,1968,121.0,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
Aaja Sanam,1994,131.0,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
Aakanksha,1993,120.0,Drama,6.0,25.0,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
Aakhet,1991,131.0,Drama,6.0,25.0,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
Aakhir,1984,131.0,Comedy,6.0,25.0,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
Aakhir Kaun Thi Woh?,2000,131.0,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha
Aakhir Kyon?,1985,131.0,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
Aakhree Raasta,1986,164.0,"Action, Crime, Drama",7.1,1.0,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
Aakhri Adaalat,1988,148.0,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Aakhri Baazi,1989,149.0,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
Aakhri Badla,1989,120.0,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Badla,2004,131.0,Action,6.0,25.0,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
Aakhri Cheekh,1991,131.0,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
Aakhri Chetawani,1993,131.0,Drama,6.0,25.0,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
Aakhri Daao,1975,131.0,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
Aakhri Daku,1978,131.0,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
Aakhri Dao,1958,131.0,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Dastak,2004,131.0,Drama,6.0,25.0,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
Aakhri Galti,1936,131.0,Drama,6.0,25.0,Kamlabai Gokhale,Ashok Kumar,Rekha,Pran
Aakhri Geet,1975,131.0,Drama,6.0,25.0,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
Aakhri Ghulam,1989,171.0,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Aakhri Goli,1977,131.0,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Insaaf,1980,131.0,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
Aakhri Inteqam,2002,131.0,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
Aakhri Kasam,1979,126.0,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Khat,1966,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
Aakhri Khwahish-Ek Gunah Ki,2003,131.0,Thriller,6.0,25.0,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
Aakhri Mohabbat,1994,131.0,Romance,6.0,25.0,Abhilasha,Girish,Ravi Menon,Raghu
Aakhri Mujra,1981,121.0,"Drama, Musical",6.0,25.0,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
Aakhri Muqabla,1978,131.0,Action,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aakhri Nishan,1974,131.0,Drama,6.0,25.0,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,Pran
Aakhri Nishchay,1988,131.0,Drama,6.0,25.0,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
Aakhri Paigham,1949,131.0,Drama,6.0,25.0,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
Aakhri Raat,1999,131.0,Thriller,6.0,25.0,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
Aakhri Sajda,1977,110.0,Drama,6.0,25.0,Helen,Jagdeep,Murad,Maya Sinha
Aakhri Sangam,1990,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
Aakhri Sanghursh,1997,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Aakhri Sauda: The Last Deal,2016,131.0,Thriller,6.0,25.0,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
Aakraman,1975,139.0,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrandan,2001,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Aakrant,1988,131.0,Drama,6.0,25.0,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
Aakrosh,1980,144.0,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Aakrosh,2010,115.0,"Action, Crime, Thriller",7.0,3.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aakrosh: Cyclone of Anger,1998,131.0,"Action, Crime, Drama",4.6,93.0,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
Aalaap,2012,116.0,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,2001,177.0,"Action, Thriller",7.2,2.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalha Udal,1962,131.0,"Drama, History",6.0,25.0,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
Aalwar,2007,152.0,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,2018,107.0,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,2001,150.0,"Comedy, Drama, Family",4.8,1.0,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,2008,99.0,"Action, Crime, Drama",7.7,10.0,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamna Saamna,2013,62.0,Animation,6.0,25.0,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
Aamne - Saamne,1967,163.0,"Crime, Mystery, Romance",6.5,81.0,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
Aamne Samne,1982,143.0,"Action, Crime, Drama",6.4,53.0,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Aamras: The Sweet Taste of Friendship,2009,131.0,Drama,5.8,60.0,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aamrityu,2018,131.0,Drama,6.0,25.0,Arup Manna,Ashok Kumar,Rekha,Pran
Aan Aur Shaan,1984,130.0,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aan Baan,1972,131.0,Drama,6.1,28.0,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
Aan Baan,1956,131.0,Romance,2.8,5.0,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
Aan Milo Sajna,1970,177.0,"Drama, Musical, Romance",6.4,211.0,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
Aan: Men at Work,2004,149.0,"Action, Crime, Drama",5.7,2.0,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Aanch,2003,160.0,Drama,5.6,102.0,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aanchal,1980,138.0,"Action, Drama, Family",6.4,58.0,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
Aanchal,1960,131.0,"Drama, Family",4.9,8.0,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
Aanchal Ke Phool,1968,131.0,Drama,5.7,6.0,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandha Intaquam,1993,131.0,Action,6.0,25.0,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
Aandhi,1975,133.0,"Drama, Romance",8.1,1.0,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi,1948,131.0,Drama,6.0,25.0,T.R. Sundaram,Ashok Kumar,Rekha,Pran
Aandhi Aur Toofan,1964,131.0,"Action, Adventure, Romance",6.0,8.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aandhi-Toofan,1985,144.0,Drama,6.1,49.0,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Aandhiyan,1952,136.0,Drama,7.4,30.0,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aandhiyan,1990,145.0,Drama,4.8,38.0,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
Aangan,1959,131.0,"Music, Romance",6.6,31.0,O.P. Dutta,Agha,Ameeta,Rehman
Aangan,1973,131.0,"Drama, Family",6.0,25.0,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
Aangan Ki Kali,1979,131.0,"Drama, Family",5.6,5.0,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,2019,94.0,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankh Ka Nasha,1933,131.0,Drama,6.0,25.0,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
Aankh Ki Sharm,1943,131.0,Drama,6.0,25.0,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
Aankh Micholi,1972,131.0,Family,6.0,6.0,Ramanna,Rakesh Roshan,Bharti,Om Prakash
Aankh Micholi,2021,131.0,"Comedy, Family",6.0,25.0,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
Aankh Michouli,1942,131.0,Drama,6.0,25.0,R.S. Choudhury,Nalini Jaywant,Rekha,Pran
Aankhein: The Third Eye,2004,131.0,Action,7.4,15.0,Nassar,Sada,Srikanth,Pran
Aankhen,1993,170.0,"Action, Comedy, Crime",6.7,1.0,David Dhawan,Govinda,Chunky Panday,Raj Babbar
Aankhen,1950,131.0,"Drama, Family",7.2,6.0,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Aankhen,2002,165.0,"Crime, Drama, Thriller",7.4,12.0,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aankhen 2,2021,131.0,Thriller,6.0,25.0,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,Pran
Aankhin Dekhi,1978,131.0,Drama,6.0,25.0,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
Aankhon Aankhon Mein,1972,154.0,"Drama, Romance",6.4,28.0,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aankhon Mein Sapne Liye,2005,131.0,Romance,6.0,25.0,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
Aansoo,1953,131.0,Drama,6.0,25.0,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
